tweet,message,match,polarity
2021,"RT After nearly 50 years of association with Thomas Jeffersons University I believe I know Mr Jefferson Thomas Jefferson has become a friend of mine And one thing is certain Donald Trump is no Thomas Jeffersonnot in any good way that matters,,
",good,Positive
2022,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2023,"JewHatred Exposed at University of Minnesota During National Students for Justice in Palestine ConferenceU Minnesota named one of the Top Ten Colleges that Promote Jew Hatred and Incite Terrorism,,
",,Neutral
2024,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2025,"RT University friends are the fakest set of friends,,
",,Neutral
2026,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2027,"RT Blessed to receive an offer from the University of Tennessee RockyTop JuCoFootballACE JUCOFFrenzy DansleyAnsley,,
",,Neutral
2028,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2029,"Athlete spotlights are BACK This week we feature Vincent Vaughns A Junior on the Mens Track amp Field team at Yale University Vincent has interned with Morgan Stanley in their Fixed Income Sales and Trading divisionRead the full article here,,
",,Neutral
2030,"RT Who burnt Nalanda and Takshashila universityHINDU Who destroyed over 90 lakh hand written booksHINDU Who looted and destroyed over 30000 templesHINDU Who was that cruel who invaded India 17 times to lootHINDU If I say their religion Ill be a COMMUNAL,,
",cruel,Negative
2031,"RT White men White fragility Psychosis of whiteness A British university professor shows how antiracists can become racists,,
",,Neutral
2032,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2033,"RT Masked visitors A math tutor spots at least two raccoons inside the Arkansas State University campus library odd,,
",,Neutral
2034,"RT White men White fragility Psychosis of whiteness A British university professor shows how antiracists can become racists,,
",,Neutral
2035,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2036,"JustTheFacts777 HeyTammyBruce QanonChosen Just as well as those fine Trump steaks Or a degree from Trump University Or that crisp Trump water Congrats on your investment,,
",well,Positive
2036,"JustTheFacts777 HeyTammyBruce QanonChosen Just as well as those fine Trump steaks Or a degree from Trump University Or that crisp Trump water Congrats on your investment,,
",fine,Positive
2036,"JustTheFacts777 HeyTammyBruce QanonChosen Just as well as those fine Trump steaks Or a degree from Trump University Or that crisp Trump water Congrats on your investment,,
",crisp,Positive
2037,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2038,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2039,"RT Here is our schedule for our upcoming conference 16th November in Maynooth University DownSyndromeIRL ncseirl PDSTTechinEd,,
",,Neutral
2040,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2041,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2042,"RT White men White fragility Psychosis of whiteness A British university professor shows how antiracists can become racists,,
",,Neutral
2043,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2044,"RT After nearly 50 years of association with Thomas Jeffersons University I believe I know Mr Jefferson Thomas Jefferson has become a friend of mine And one thing is certain Donald Trump is no Thomas Jeffersonnot in any good way that matters,,
",good,Positive
2045,"RT Before AfterEntering GraduationThe University From the University,,
",,Neutral
2046,"RT Two Kansas girls each dominating in this coastal sport pledge to the same university,,
",,Neutral
2047,"RT I am blessed to announce that I have committed to Florida AampM University to further my education and continue my baseball career at the D1 level I would like to thank my family friends and AndrewTigersBSB for all they have done for me to get me to the next level GO RATTLERS,,
",like,Positive
2047,"RT I am blessed to announce that I have committed to Florida AampM University to further my education and continue my baseball career at the D1 level I would like to thank my family friends and AndrewTigersBSB for all they have done for me to get me to the next level GO RATTLERS,,
",thank,Positive
2048,"I lt3 Brown University Where students will bang a bear for create gender neutral classrooms,,
",,Neutral
2049,"RT Thinking about how my new university friend told me Im usually into white guys but the dude in your phone case isreally hot today This is the dude in my phone case Our Jiminie really catches everyones attention JIMIN BTStwt,,
",hot,Positive
2050,"RT The University of Nottingham has developed a new method for electroencephalography EEG the measuring of brain activity,,
",,Neutral
2051,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",retarded,Negative
2051,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",greedy,Negative
2052,"A lawsuit claims Ohio University sent a police officer accused of sexually abusing minors to a high school career day where he met a student who he later raped in his police cruiser rape college OhioUniversity PoliceMisconduct LawEnforcement,,
",raped,Negative
2052,"A lawsuit claims Ohio University sent a police officer accused of sexually abusing minors to a high school career day where he met a student who he later raped in his police cruiser rape college OhioUniversity PoliceMisconduct LawEnforcement,,
",rape,Negative
2053,"RT Dont miss out on the fun TONIGHT from 8 pm to midnight Bethel University Housing is throwing a Halloween party in the cafeteria Complete with a costume contest beginning at 10 pm Hope to see you there,,
",miss,Negative
2053,"RT Dont miss out on the fun TONIGHT from 8 pm to midnight Bethel University Housing is throwing a Halloween party in the cafeteria Complete with a costume contest beginning at 10 pm Hope to see you there,,
",fun,Positive
2054,"ncaa For Rasheen Dunn to be eligible to play this season for StJohnsRedStorm Sign the Petition via Change johnnies redstorm,,
",,Neutral
2055,"RT Before AfterEntering GraduationThe University From the University,,
",,Neutral
2056,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2057,"RT Hello JerryFalwellJr I just said that youre NOT a Christian and that Liberty University is NOT a Christian UniversityNow that you have retained the same lawyers as realDonaldTrump sue meIt will be the best show since the Scopes Monkey Trial in 1925,,
",sue,Negative
2057,"RT Hello JerryFalwellJr I just said that youre NOT a Christian and that Liberty University is NOT a Christian UniversityNow that you have retained the same lawyers as realDonaldTrump sue meIt will be the best show since the Scopes Monkey Trial in 1925,,
",best,Positive
2058,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2059,"RT Blessed and humbled to say I have committed to the University of New Mexico Thanks to JonCoyne33 and the coaching staff I also thank God,,
",thank,Positive
2060,"RT University friends are the fakest set of friends,,
",,Neutral
2061,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",protest,Negative
2061,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",solidarity,Positive
2061,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",silent,Positive
2062,"thoule6 Im just a decade late Ill call the university,,
",,Neutral
2063,"RT At this point I am a student at Twitter University,,
",,Neutral
2064,"theStorm45 jaketapper IvankaTrump DaveedDiggs realDonaldTrump Be sure to also buy his steaks university course and ties,,
",,Neutral
2065,"RT At this point I am a student at Twitter University,,
",,Neutral
2066,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2067,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2068,"me and my sister playing her old university mixtape for her car and 4minute show me comes on literally devastation,,
",,Neutral
2069,"RT After nearly 50 years of association with Thomas Jeffersons University I believe I know Mr Jefferson Thomas Jefferson has become a friend of mine And one thing is certain Donald Trump is no Thomas Jeffersonnot in any good way that matters,,
",good,Positive
2070,"RT Listen to Drake University student Sarah share why shes all in for ewarren at last weeks town hall in Des Moines,,
",,Neutral
2071,"RT Congratulations to former Governors Office Fellow Alacia Brew on being crowned the 89th Miss Southern University last night lagov,,
",,Neutral
2072,"BREAKING Actor jamesocromwell was arrested for telling Texas AampM Universitys Board of Regents to end its cruel canine muscular dystrophy experiments on dogsWe will not stop until every single cage in that TAMU lab is empty,,
",cruel,Negative
2073,"RT Black Female Student at American University Was Dragged Out of Apartment by Seven Police Based on False Claims via atlblackstar,,
",,Neutral
2074,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fake,Negative
2074,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fucking,Negative
2074,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",awarded,Positive
2074,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fuck,Negative
2075,"Oregon State Police leaving campus We didnt want you pigs here something is terribly wrong here in our society Whos at fault These must be addressed now,,
",pigs,Negative
2075,"Oregon State Police leaving campus We didnt want you pigs here something is terribly wrong here in our society Whos at fault These must be addressed now,,
",terribly,Negative
2075,"Oregon State Police leaving campus We didnt want you pigs here something is terribly wrong here in our society Whos at fault These must be addressed now,,
",wrong,Negative
2075,"Oregon State Police leaving campus We didnt want you pigs here something is terribly wrong here in our society Whos at fault These must be addressed now,,
",fault,Negative
2076,"RT Proud to receive a offer from Friends University,,
",,Neutral
2077,"thehill Daddys university learning,,
",,Neutral
2078,"RT Who burnt Nalanda and Takshashila universityHINDU Who destroyed over 90 lakh hand written booksHINDU Who looted and destroyed over 30000 templesHINDU Who was that cruel who invaded India 17 times to lootHINDU If I say their religion Ill be a COMMUNAL,,
",cruel,Negative
2079,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2080,"Vacherieboy thistallawkgirl TomiLahren AOC Boston University,,
",,Neutral
2081,"RT Diabetes and hypertension kill more people than HIV TB and malaria combinedSee what Emory University is doing to prevent and treat these diseases in India and learn about its plan to expand the programs reach to 100 million Indians100andChange,,
",kill,Negative
2082,"RT Thinking about how my new university friend told me Im usually into white guys but the dude in your phone case isreally hot today This is the dude in my phone case Our Jiminie really catches everyones attention JIMIN BTStwt,,
",hot,Positive
2083,"RT White men White fragility Psychosis of whiteness A British university professor shows how antiracists can become racists,,
",,Neutral
2084,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2085,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",retarded,Negative
2085,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",greedy,Negative
2086,"RT 3 detailed info on Eric Ciaramellabirth date Yale University papers and grants languages spoken including Russian Ukranian and ArabicCIA Analyst on Ukraine and Russia his links with Brennan and Kupchanpublished on Oct 22,,
",,Neutral
2087,"RT Luke Lawson Eastside had 4 points 4 blocks 3 rebounds 2 steals in UNC Ashevilles 9170 exhibition hoops win over Bob Jones University LocalsInCollege,,
",steals,Negative
2087,"RT Luke Lawson Eastside had 4 points 4 blocks 3 rebounds 2 steals in UNC Ashevilles 9170 exhibition hoops win over Bob Jones University LocalsInCollege,,
",win,Positive
2088,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2089,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",approval,Positive
2089,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",approve,Positive
2089,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",disapprove,Negative
2090,"RT A Monmouth University poll surveyed adults about eight popular Halloween candies Reeses Peanut Butter Cups 36 Snickers 18 MampMs 11 Hershey bars 6 Candy corn 6 Skittles 5 Starburst 4 Tootsie Pops 2,,
",popular,Positive
2091,"The Schar School of Policy amp Government at George Mason University my friends Watch both excerpts They are fully admitting that the Deep State is trying to overthrow the government by telling the truth What a laugh but scary,,
",overthrow,Negative
2092,"RT Fully Funded Scholarships in Engineering University of Southern Denmark Nov01,,
",,Neutral
2093,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2094,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",approval,Positive
2094,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",approve,Positive
2094,"RT New University of North Florida poll has GovRonDeSantis approval ratings sky high 72 approve 56 of Democrats 91 of Republicans 69 of independents 17 disapprove 34 of Democrats 5 of Republicans 13 of independents,,
",disapprove,Negative
2095,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2096,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",protest,Negative
2096,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",solidarity,Positive
2096,"RT Students went out in protest today at the University of Tikrit in solidarity with the IraqProtests but were attacked by security both verbally and physically They were also threatened All attempts to silent them IraqProtests,,
",silent,Positive
2097,"RT I pet Bentley He is a 7 year old Weimaraner Bentley can play for hours He has fun chasing the squirrels at the university because they are slower If you give him a stuffed animal he tears out the insides then eats the outside When hes finally done playing he snuggles,,
",fun,Positive
2097,"RT I pet Bentley He is a 7 year old Weimaraner Bentley can play for hours He has fun chasing the squirrels at the university because they are slower If you give him a stuffed animal he tears out the insides then eats the outside When hes finally done playing he snuggles,,
",slower,Negative
2098,"RT Photos from DWUWBB 7258 season opener against VCSU,,
",,Neutral
2099,"RT After nearly 50 years of association with Thomas Jeffersons University I believe I know Mr Jefferson Thomas Jefferson has become a friend of mine And one thing is certain Donald Trump is no Thomas Jeffersonnot in any good way that matters,,
",good,Positive
2100,"RT Avila University studentathletes shocked by decision to drop track and field program,,
",shocked,Negative
2101,"RT Shouts To Temple University CrownedYB SURVIVAL 118 EPISODE 2 OUT NOW,,
",,Neutral
2102,"RT 191029 GFRIEND at Honam University FestivalGFRIEND SINB GFRDofficial,,
",,Neutral
2103,"RT Michael Murphy POTUF and member of the Board of Trustees of the University of Florida brings Don Jr et al to campus at Trump request and forks over 50K in student activity fees to Trump et al And Don Jr keeps talking about Biden enriching himself,,
",,Neutral
2104,"RT Talking GEARS OF WAR and signing my Gears novel ASCENDANCE this Sunday at 3pm University Bookstore in Seattles UDistrict Come say hi GearsofWarrepost from yesterday because the link was messed up,,
",messed,Negative
2105,"RT One Lecturer can work in 3 diff universitiesi Principal Lecturer in University Aii Part Time Lecturer in University Biii Sabbatical in University Clol they dont want FG IPPS nowMultiple salariesWhen will the Younger Lectures get job nowASUU ooooo,,
",work,Positive
2106,"In 2010 I was starting middle school and as 2020 approaches Im in my third year of university thats crazy how so many things have changed,,
",crazy,Negative
2107,"RT 2019 Top 200 Colleges and Universities in the PhilippinesCongratulations Central Mindanao University Top 19,,
",,Neutral
2108,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2109,"RT Sowait a sec wasnt it DonaldJTrumpJr who just complained that he could get rich being Hunter BidenSo the STUDENT FUND from the University of Florida paid Don Jr 50000 to show up and speak for no reason other than being a trump HypocrisIsFunwiunion,,
",complained,Negative
2109,"RT Sowait a sec wasnt it DonaldJTrumpJr who just complained that he could get rich being Hunter BidenSo the STUDENT FUND from the University of Florida paid Don Jr 50000 to show up and speak for no reason other than being a trump HypocrisIsFunwiunion,,
",rich,Positive
2109,"RT Sowait a sec wasnt it DonaldJTrumpJr who just complained that he could get rich being Hunter BidenSo the STUDENT FUND from the University of Florida paid Don Jr 50000 to show up and speak for no reason other than being a trump HypocrisIsFunwiunion,,
",trump,Positive
2110,"RT Who burnt Nalanda and Takshashila universityHINDU Who destroyed over 90 lakh hand written booksHINDU Who looted and destroyed over 30000 templesHINDU Who was that cruel who invaded India 17 times to lootHINDU If I mention their religion Ill be a COMMUNAL,,
",cruel,Negative
2111,"GregKSU1027 TheGameKMAN Because the state government wanted to have a University as a first priority and decided Manhattan was the perfect place for its FIRST school 150 years later I think they got it right KUWeek,,
",perfect,Positive
2111,"GregKSU1027 TheGameKMAN Because the state government wanted to have a University as a first priority and decided Manhattan was the perfect place for its FIRST school 150 years later I think they got it right KUWeek,,
",right,Positive
2112,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",champion,Positive
2112,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",racism,Negative
2112,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",miss,Negative
2113,"RT The head of the Confucius Institute in Belgium is banned from entering Europes 26country Schengen area for recruiting his students to spy for BeijingIndia has 2 Confucius Institutes in Mumbai University amp Vellore TNDo we need them,,
",,Neutral
2114,"RT Happy Halloween from the university residence,,
",,Neutral
2115,"RT Legal Advice Clinic Solicitor at Keele University jobsacuk,,
",,Neutral
2116,"We did it guys South Dakota State University finally shows up when you search SDSU instead of San Diego state university,,
",,Neutral
2117,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2118,"IRHS alumnus Joshua Northcotte takes to the court for his first games as a Crandall University Charger Mens Basketball Team Crandall will be playing UNBSaint John on Sat Nov 2nd 330pmamp Sunday Nov 3rd at 330pm Games will be livestreamed at,,
",,Neutral
2119,"RT Now there is a big chance of an election bang on the end of term this information is more important than everSTUDENTS can REGISTER to vote BOTH at home AND at university then CHOOSE where to vote at the LAST MINUTEREGISTER TO VOTE NOW,,
",important,Positive
2120,"The articles the University website is giving me are cracking me up fkdjdjdjdjx,,
",,Neutral
2121,"nobody in university wears costumes to school yall BORING,,
",,Neutral
2122,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2123,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2124,"A Florida man who threatened to kill the mother of Tyler Trent at the funeral of the latePurdue University superfan author and anticancer advocate has pleaded guilty via indystar,,
",kill,Negative
2124,"A Florida man who threatened to kill the mother of Tyler Trent at the funeral of the latePurdue University superfan author and anticancer advocate has pleaded guilty via indystar,,
",advocate,Positive
2124,"A Florida man who threatened to kill the mother of Tyler Trent at the funeral of the latePurdue University superfan author and anticancer advocate has pleaded guilty via indystar,,
",guilty,Negative
2125,"Burk0tL uhmitaa hang on burko do you go to university now and do you not play cod and do DRUGS,,
",hang,Negative
2126,"RT Ohio University knew one of its officers was accused of sexually abusing teenage girls and still sent him to a careerday event at a local high schoolwhere he used the opportunity to arrange to rape a student a lawsuit claims,,
",rape,Negative
2127,"GTLive CordyPatrick I got a full scholarship for a private university Ill start it next year Im relieved but also scared Can I get a clap and a half,,
",scared,Negative
2128,"OraKganakga Hy i have 2 cousins who lost their mother the other 1 is still in university and other 1 still in high school and they a staying with their grandmother who is old n sicki will be grateful if u could help here a my no 0725021947,,
",lost,Negative
2128,"OraKganakga Hy i have 2 cousins who lost their mother the other 1 is still in university and other 1 still in high school and they a staying with their grandmother who is old n sicki will be grateful if u could help here a my no 0725021947,,
",grateful,Positive
2129,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",favorite,Positive
2129,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",aspire,Positive
2129,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",inspire,Positive
2130,"RT Thats oddSo large corporations should pay less than anywhere else in Canada but university students gotta pay upHeads up UCP those university students can leave just as fast as Encana just didableg,,
",fast,Positive
2131,"RT NEW An Ohio University police officer raped a highschool student in his police cruiser and in locked buildings on campus during work hours according to a 10 million federal lawsuit filed by one of his purported victims,,
",raped,Negative
2131,"RT NEW An Ohio University police officer raped a highschool student in his police cruiser and in locked buildings on campus during work hours according to a 10 million federal lawsuit filed by one of his purported victims,,
",work,Positive
2132,"RT Very grateful to receive an offer from the University of South Carolina spursup Gamecocks CoachJaromeBell CoachRapNHS CoachKyleKrantz,,
",grateful,Positive
2133,"RT Nur Marwan a student at Baghdad Universitys Faculty of Medicine died in a demonstration today due to a tear gas,,
",died,Negative
2134,"RT The University of Florida just made a 50k donation to the Trump campaign from student tuition,,
",,Neutral
2135,"wish they were already out the time you came at University of Limpopo,,
",,Neutral
2136,"akanonoroi tbh I feel Im doing my final university year so Im saving up but Im sure there will be many chances Itll be really fun Im sure Oh no somehow I wish you could get them back but heres to many new memories,,
",fun,Positive
2137,"MattHancock shouldcheck as privatisationis rife in the NHSUniversity College Hospitalin Londons Euston Roadhas transferred its Pharmacyto LloydsPharmacy ownedby the US CompanyMcKesson CorporationMattHancock wake upamp face FACTSandTRUTHHandsOffOurNHS,,
",rife,Negative
2138,"RT Were celebrating a historic milestone3 billion barrelsThose barrels have helped fund everything from emergency rooms to classrooms including outreach programming for Northern Albertan students at the University of Alberta,,
",helped,Positive
2138,"RT Were celebrating a historic milestone3 billion barrelsThose barrels have helped fund everything from emergency rooms to classrooms including outreach programming for Northern Albertan students at the University of Alberta,,
",emergency,Negative
2139,"RT I formally dissociate myself with the Turning Point USA chapter at Kansas State University as the chapters Vice President Due to recent disputes between TPUSA and the chapter president McNeilJaden and the recent comments from Charlie Kirk I am leaving the organization,,
",,Neutral
2140,"Its windy at American Public University System The wind speed is a brisk 18 miles per hour,,
",brisk,Positive
2141,"RT The University life I saw on tv VS The reality,,
",,Neutral
2142,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",champion,Positive
2142,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",racism,Negative
2142,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",miss,Negative
2143,"The Avengers are ready for Trick or Treating HAPPY HALLOWEEN University Heights Ohio,,
",ready,Positive
2144,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2145,"RT At this point I am a student at Twitter University,,
",,Neutral
2146,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2147,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fake,Negative
2147,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fucking,Negative
2147,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",awarded,Positive
2147,"RT wait are you telling me that the guy who ran a fake university and a fake modeling agency and a fake magazine and a fake airline and sold fake mortgages and fake steaks and fake vodka and fake fucking water just awarded a fake medal to a fake dog fuck me I did Nazi that coming,,
",fuck,Negative
2148,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",favorite,Positive
2148,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",aspire,Positive
2148,"RT Kaziah Zi Robinson K12obinson Shes a third year biology premedicine major at Alcorn State University where she reigns as 20192010 Miss Junior She is a native of Bastrop La and aspires to be a pediatrician Her favorite quote is aspire to inspire before you expire,,
",inspire,Positive
2149,"RT University friends are the fakest set of friends,,
",,Neutral
2150,"RT Thankful to receive an offer from Urbana University,,
",,Neutral
2151,"Msoqongi North west university,,
",,Neutral
2152,"Heres who Georgia needs to watch out for in Floridas complete offensive package,,
",offensive,Negative
2153,"RT We are off to UNiversity of Texas Dallas lionschs castlberryisd cisdlions,,
",,Neutral
2154,"RT So sokoto State University students signed out before Starting exams SSU I Kent bilalmamshe,,
",,Neutral
2155,"RT The concept of plagiarism is often foreign to many international students studying in the US and can result in disciplinary actions ranging from failing an assignment or class to being expelled by the university,,
",failing,Negative
2156,"1RED 1 Unit University Way Ne Ne 50th St E38,,
",,Neutral
2157,"RT I am excited and blessed to announce that I have committed to continue my academic and athletic career at Bucknell University I would like to thank God my family coaches and friends for all of their support Go Bison rayBucknell,,
",excited,Positive
2157,"RT I am excited and blessed to announce that I have committed to continue my academic and athletic career at Bucknell University I would like to thank God my family coaches and friends for all of their support Go Bison rayBucknell,,
",like,Positive
